oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
473201200005489,50321055,2458257.7143085776,58257.210555600000,13.1243277,0.0123631591,0,zr,187.2779224,2.0524187000000000,0.550999999,0.04899999872,20180519210544,473,1,2,21.4300003,26.1077652,0.0243912935,0.106731407,1.16646579E-05,30.0,1.160,1
473201200005489,50321146,2458257.7152228085,58257.211469900000,13.1166420,0.0123725291,0,zr,187.2779400,2.0524192000000000,0.845000029,0.02800000086,20180519211458,473,1,2,21.3600006,26.1200390,0.0243745074,0.111732155,1.15476432E-05,30.0,1.161,3
473201200005489,50420909,2458258.7127732798,58258.209097200000,13.1186743,0.0123700500,0,zr,187.2779396,2.0524272000000000,0.776000023,0.01499999966,20180520209097,473,1,2,21.3600006,26.0852814,0.0238436423,0.112802342,1.11483323E-05,30.0,1.161,3
473201200005489,50524907,2458259.7526690178,58259.249074100000,13.1788559,0.0122971088,32768,zr,187.2779128,2.0524242000000000,0.882000029,-0.01999999955,20180521249062,473,1,2,18.3500004,24.1137829,0.0500795543,0.089005113,1.46339895E-04,30.0,1.265,3
473201200005489,51329354,2458267.7964755200,58267.293541700000,13.1172190,0.0123718269,0,zr,187.2779309,2.0524259000000000,0.711000025,0.00400000019,20180529293530,473,1,2,20.0200005,26.1010685,0.0367993750,0.115704127,2.70470100E-05,30.0,1.730,3
473201200005489,51329445,2458267.7973897420,58267.294456000000,13.1321344,0.0123536577,0,zr,187.2779432,2.0524225000000000,0.998000026,0.01899999939,20180529294444,473,1,2,20.0100002,26.0790081,0.0360277444,0.107505418,2.58790787E-05,30.0,1.741,1
473201200005489,51518836,2458269.6911384920,58269.188368100000,13.1057892,0.0123857837,0,zr,187.2779994,2.0524543000000000,1.868000031,0.03599999845,20180531188310,473,1,2,20.7199993,26.1439857,0.0306902789,0.123327442,1.85694116E-05,30.0,1.176,3
473201200005489,51718790,2458271.6905000927,58271.187905100000,13.0995207,0.0123934513,0,zr,187.2779463,2.0524311000000000,0.763999999,-0.00499999989,20180602187905,473,1,2,20.6599998,26.1179981,0.0288363602,0.117653474,1.63103014E-05,30.0,1.185,1
473201200005489,52019564,2458274.6979741263,58274.195648100000,13.1370363,0.0123476991,0,zr,187.2779273,2.0524117000000000,1.139000058,0.07000000030,20180605195637,473,1,2,21.4099998,26.1532135,0.0225146469,0.107618086,9.91113302E-06,30.0,1.224,3
473201200005489,52019656,2458274.6988884440,58274.196562500000,13.1262035,0.0123608764,0,zr,187.2779349,2.0524134000000000,0.725000024,0.00800000038,20180605196551,473,1,2,21.4200001,26.1483307,0.0225553364,0.111453325,9.92425885E-06,30.0,1.227,1
473201200005489,52323284,2458277.7348959497,58277.232847200000,13.1152563,0.0123742195,0,zr,187.2779260,2.0524157000000000,0.425000012,0.00400000019,20180608232847,473,1,2,21.3400002,26.0621376,0.0241937004,0.113595672,1.11961663E-05,30.0,1.431,1
473201200005489,52324589,2458277.7479387373,58277.245891200000,13.1240606,0.0123634851,0,zr,187.2779244,2.0524142000000000,1.001000047,0.00899999961,20180608245880,473,1,2,21.2500000,26.0429974,0.0253972113,0.118028089,1.23505706E-05,30.0,1.528,3
473201200005489,52423292,2458278.7348845312,58278.232928200000,13.1314564,0.0123544829,0,zr,187.2779356,2.0524152000000000,0.773000002,0.00899999961,20180609232917,473,1,2,20.7900009,26.0844250,0.0293711964,0.117018126,1.66776499E-05,30.0,1.450,3
473201200005489,52617263,2458280.6744145740,58280.172638900000,13.1007195,0.0123919845,0,zr,187.2779232,2.0524203000000000,1.225000024,-0.04699999839,20180611172639,473,1,2,20.6700001,26.1624355,0.0317833982,0.100219101,1.99065653E-05,30.0,1.207,3
473201200005489,52617358,2458280.6753635860,58280.173588000000,13.1085987,0.0123823499,0,zr,187.2779297,2.0524149000000000,0.643999994,-0.03700000048,20180611173565,473,1,2,20.8400002,26.1563110,0.0265617631,0.110264935,1.38640980E-05,30.0,1.209,1
473201200005489,52719215,2458281.6938327905,58281.192152800000,13.1211195,0.0123670697,0,zr,187.2779882,2.0524498000000000,2.243999958,0.01499999966,20180612192095,473,1,2,21.0300007,26.1088276,0.0277874358,0.123229764,1.52686061E-05,30.0,1.278,3
473201200005489,52919130,2458283.6927989954,58283.191307900000,13.1363230,0.0123485653,0,zr,187.2779329,2.0524222000000000,0.532000005,0.00300000003,20180614191296,473,1,2,21.1299992,26.1413040,0.0278523192,0.112658851,1.50389060E-05,30.0,1.297,1
473201200005489,52919452,2458283.6960162884,58283.194525500000,13.1128778,0.0123771243,0,zr,187.2779312,2.0524141000000000,0.550000012,0.07900000364,20180614194525,473,1,2,21.3600006,26.1557865,0.0248531383,0.107513137,1.20643981E-05,30.0,1.311,3
473201200005489,53020861,2458284.7100054743,58284.208611100000,13.1277399,0.0123590035,0,zr,187.2779214,2.0524101000000000,0.800999999,0.00600000005,20180615208611,473,1,2,21.1800003,26.0807953,0.0234640874,0.113546655,1.07652477E-05,30.0,1.400,3
473201200005489,53923693,2458293.7374569140,58293.236932900000,13.1175814,0.0123713845,0,zr,187.2779340,2.0524377000000000,1.016000032,0.00700000022,20180624236921,473,1,2,20.0200005,26.0799313,0.0388015285,0.118221343,2.91902525E-05,30.0,1.936,1
473201200005489,54223500,2458296.7352323653,58296.235000000000,13.1223726,0.0123655424,0,zr,187.2779135,2.0524406000000000,1.343000054,0.00600000005,20180627234988,473,1,2,20.0699997,26.0862026,0.0318910964,0.095267959,2.01844414E-05,30.0,2.044,1
473201200005489,68354754,2458438.0438367943,58437.547546300000,13.0860243,0.0124099944,0,zr,187.2779000,2.0524244000000000,0.980000019,0.00100000005,20181115547546,473,1,2,20.2700005,26.1117897,0.0328801312,0.095424704,2.09720274E-05,30.0,1.774,1
473201200005489,69451709,2458449.0142639102,58448.517094900000,13.0944948,0.0123996083,0,zr,187.2779176,2.0524150000000000,0.268999994,0.01499999966,20181126517095,473,1,2,20.2500000,26.0962830,0.0325747505,0.103527494,2.07174853E-05,30.0,1.779,1
473201200005489,69454449,2458449.0416620820,58448.544490700000,13.0995684,0.0123933926,0,zr,187.2779270,2.0524109000000000,0.833999991,-0.00400000019,20181126544479,473,1,2,20.2000008,26.1225986,0.0339161344,0.107840918,2.22201634E-05,30.0,1.504,1
473201200005489,71150375,2458466.0024858810,58465.503750000000,13.0808287,0.0124163739,0,zr,187.2779045,2.0524263000000000,0.611000001,0.01999999955,20181213503750,473,1,2,20.6299992,26.1244564,0.0316672176,0.121606760,1.96074834E-05,30.0,1.462,3
473201200005489,71354512,2458468.0440630037,58467.545127300000,13.1015120,0.0123910150,0,zr,187.2779247,2.0524074000000000,0.897000015,0.05700000003,20181215545127,473,1,2,21.2800007,26.0906448,0.0246086176,0.100341462,1.17902982E-05,30.0,1.238,3
473201200005489,71452363,2458469.0226663330,58468.523634300000,13.0630779,0.0124382190,0,zr,187.2779235,2.0524227000000000,0.574999988,0.04899999872,20181216523553,473,1,2,21.2500000,26.1458530,0.0255442653,0.111145712,1.29408891E-05,30.0,1.306,1
473201200005489,71452454,2458469.0235807216,58468.524548600000,13.0934782,0.0124008534,0,zr,187.2779317,2.0523990000000000,0.611999989,0.02500000037,20181216524537,473,1,2,21.2600002,26.1504250,0.0248862859,0.108579278,1.22618258E-05,30.0,1.303,3
473201200005489,72048076,2458474.9803885240,58474.480763900000,13.1028910,0.0123893283,0,zr,187.2779200,2.0524040000000000,0.632000029,-0.00899999961,20181222480752,473,1,2,20.2000008,26.1422443,0.0300257094,0.104985557,1.74416109E-05,30.0,1.451,3
473201200005489,72048167,2458474.9813029160,58474.481678200000,13.0912161,0.0124036269,0,zr,187.2779280,2.0524139000000000,0.778999984,0.06100000069,20181222481667,473,1,2,20.2800007,26.1345921,0.0301423687,0.108249106,1.75939440E-05,30.0,1.445,1
473201200005489,72248416,2458476.9839922810,58476.484166700000,13.0880470,0.0124075133,0,zr,187.2779280,2.0524050000000000,0.609000027,0.05700000003,20181224484155,473,1,2,20.5900002,26.1530876,0.0257930495,0.105113044,1.32467958E-05,30.0,1.395,1
473201200005489,73250199,2458487.0028230530,58486.501990700000,13.0912933,0.0124035310,0,zr,187.2779243,2.0524192000000000,0.776000023,-0.06100000069,20190103501979,473,1,2,21.1299992,26.1561680,0.0246243142,0.112258174,1.16633337E-05,30.0,1.214,3
473201200005489,73352884,2458488.0297775646,58487.528842600000,13.0871458,0.0124086188,0,zr,187.2779283,2.0524022000000000,0.744000018,0.05999999866,20190104528796,473,1,2,21.4799995,26.1728420,0.0265749115,0.102349944,1.36188091E-05,30.0,1.164,3
473201200005489,73352975,2458488.0306919560,58487.529756900000,13.0891161,0.0124062020,0,zr,187.2779262,2.0524116000000000,1.098999977,0.00999999978,20190104529745,473,1,2,21.5799999,26.1808548,0.0257966854,0.102751188,1.28372849E-05,30.0,1.163,1
473201200005489,73754380,2458492.0451413286,58491.543807900000,13.1006193,0.0123921074,0,zr,187.2779076,2.0524135000000000,0.726000011,-0.00600000005,20190108543796,473,1,2,20.8299999,26.1278801,0.0250182766,0.105710901,1.21556968E-05,30.0,1.140,3
473201200005489,73754611,2458492.0474447547,58491.546111100000,13.0762587,0.0124219926,0,zr,187.2779224,2.0524221000000000,0.314999998,-0.00100000005,20190108546076,473,1,2,20.6700001,26.1264858,0.0259916503,0.104347967,1.30199969E-05,30.0,1.141,1
