|BAT_NAME|RA|DEC|SNR|COUNTERPART_NAME|OTHER_NAME|CTPT_RA|CTPT_DEC|FLUX|FLUX_LO|FLUX_HI|CONTA|GAMM|GAMM|GAMM|CHI_SQ_R|REDSHIF|LUM|ASSOC_STREN|CL2|TYPE
805|SWIFTJ1620.1-1539|244.985|-15.636|8569.74|ScoX-1|V818Sco|244.9795|-15.6402|19348.50|0.00|0.00|0.00|5.67|5.67|5.67|99292.00|0.0000|NULL|0|14|LMXB/NS
806|SWIFTJ1620.9-5129|245.208|-51.482|19.49|CXOUJ162046.2-513006|IGRJ16207-5129|245.1542|-51.5100|48.66|44.58|52.87|0.00|2.42|2.28|2.57|2.70|0.0000|NULL|0|13|HMXB
807|SWIFTJ1625.9+4349|246.480|43.809|7.21|87GB162418.8+435342||246.4744|43.7830|13.22|9.60|17.25|0.00|2.01|1.63|2.46|0.70|1.0480|46.89|0|8|Quasar
808|SWIFTJ1626.5-2951|246.617|-29.841|5.35|PKS1622-29||246.5251|-29.8575|19.08|13.01|25.84|0.00|1.61|1.07|2.19|0.70|0.8150|46.78|0|7|Blazar
809|SWIFTJ1626.9-5156|246.618|-51.953|13.81|SWIFTJ1626.6-5156|SWIFTJ162636.2-515634|246.6510|-51.9428|25.17|22.41|28.07|0.00|3.69|3.37|4.05|1.50|0.0000|NULL|0|13|HMXB/NS/BeBinary
810|SWIFTJ1626.7+8530|246.889|85.533|6.46|VIIZw653|2MASXJ16252587+8529421|246.3580|85.4949|12.97|9.16|17.21|0.00|1.87|1.46|2.35|0.40|0.0631|44.09|0|4|Sy1.2
811|SWIFTJ1628.1+5145|247.013|51.774|23.29|Mrk1498||247.0169|51.7754|43.37|39.80|47.05|0.00|2.06|1.95|2.17|2.70|0.0547|44.49|0|5|Sy1.9
812|SWIFTJ1627.8-4913|247.036|-49.197|52.70|BigDipper|4U1624-490|247.0118|-49.1985|90.63|88.50|92.76|0.00|6.24|6.08|6.41|6.50|0.0000|NULL|0|14|LMXB/NS
813|SWIFTJ1628.4-4838|247.088|-48.634|9.24|IGRJ16283-4838|2MASSJ16281083-4838560|247.0451|-48.6489|22.02|18.44|25.80|0.00|2.74|2.45|3.06|2.20|0.0000|NULL|0|13|HMXB/NS
814|SWIFTJ1628.9-5023|247.229|-50.382|4.80|IGRJ16287-5021|CXOJ162826.8-502239|247.1118|-50.3777|9.60|6.80|12.77|0.00|3.34|2.69|4.17|1.20|0.0000|NULL|0|14|LMXB
815|SWIFTJ1629.9+6722|247.472|67.374|4.92|Mrk885||247.4510|67.3783|13.96|9.61|18.74|0.00|1.32|0.85|1.77|0.60|0.0253|43.31|4|4|Sy1.0/Sy1.5
816|SWIFTJ1630.5+3925|247.632|39.425|5.61|2MASXJ16303265+3923031||247.6361|39.3842|12.84|8.97|17.15|0.00|1.75|1.35|2.19|1.30|0.0306|43.44|0|5|Sy2
817|SWIFTJ1631.7+2353|247.865|23.906|5.19|2MASXJ16311554+2352577||247.8147|23.8826|9.51|6.26|13.41|0.00|2.50|1.92|3.22|1.20|0.0590|43.90|0|5|Sy2/threenucle1
818|SWIFTJ1632.1-4849|247.939|-48.838|177.60|IGRJ16318-4848||247.9500|-48.8175|488.09|483.97|492.23|0.00|2.40|2.39|2.42|933.90|0.0000|NULL|0|13|HMXB/NS
819|SWIFTJ1632.1-4753|247.974|-47.878|148.54|AXJ1631.9-4752|HESSJ1632-478|248.0079|-47.8742|347.10|343.53|350.71|0.00|2.84|2.82|2.86|324.80|0.0000|NULL|0|10|Pulsar
820|SWIFTJ1632.4-6729|248.100|-67.448|271.44|4U1626-67||248.0700|-67.4619|453.02|450.29|455.75|0.00|3.29|3.27|3.30|1368.00|0.0000|NULL|0|14|LMXB
821|SWIFTJ1633.8-4724A|248.453|-47.397|26.65|4U1630-47||248.5073|-47.3930|73.27|0.00|0.00|0.12|1.98|0.00|0.00|0.90|0.0000|NULL|0|14|LMXB
822|SWIFTJ1633.8-4724B|248.453|-47.397|26.65|IGRJ16328-4726||248.1579|-47.3951|29.95|0.00|0.00|0.48|2.47|0.00|0.00|1.30|0.0000|NULL|0|13|HMXB
823|SWIFTJ1635.0-5804|248.751|-58.070|8.44|ESO137-G034|IGRJ16351-5806|248.8070|-58.0800|28.19|22.73|34.03|0.00|1.64|1.34|1.96|0.30|0.0090|42.71|0|5|Sy2
824|SWIFTJ1638.7-6420|249.527|-64.344|15.64|TrACluster||249.5671|-64.3472|25.74|23.14|28.47|0.00|3.55|3.29|3.85|1.70|0.0508|44.20|0|3|GalaxyCluster
825|SWIFTJ1639.2-4641|249.732|-46.710|39.92|AXJ1639.0-4642|IGRJ16393-4643|249.7730|-46.7031|82.06|79.08|85.09|0.00|3.43|3.34|3.52|29.30|0.0000|NULL|0|13|HMXB
826|SWIFTJ1640.8-5343|250.247|-53.730|198.47|4U1636-536|V801Ara|250.2313|-53.7514|357.73|354.68|360.80|0.00|3.51|3.48|3.53|25.30|0.0000|NULL|0|14|LMXB
827|SWIFTJ1641.9-4531|250.422|-45.548|24.83|IGRJ16418-4532|2MASSJ16415078-4532253|250.4616|-45.5404|61.83|58.10|65.68|0.00|2.65|2.55|2.76|33.10|0.0000|NULL|1|13|HMXB/SFXT?
828|SWIFTJ1643.2+7036|250.721|70.643|5.05|NGC6232||250.8343|70.6325|11.70|7.91|15.95|0.00|1.57|1.12|2.02|3.60|0.0148|42.76|0|2|Galaxy
829|SWIFTJ1643.1+3951|250.814|39.809|7.24|3C345||250.7450|39.8103|23.01|17.85|28.58|0.00|1.27|0.91|1.62|0.60|0.5928|46.52|4|8|HPQ
830|SWIFTJ1645.7-4538|251.466|-45.616|473.37|GX340+0|4U1642-45|251.4456|-45.6111|832.15|829.91|834.39|0.00|5.54|5.52|5.55|170.70|0.0000|NULL|0|14|LMXB/NS
831|SWIFTJ1647.9-4511A|251.991|-45.183|30.95|2MASSJ16480656-4512068|IGRJ16479-4514|252.0273|-45.2019|80.88|0.00|0.00|0.03|2.59|0.00|0.00|14.20|0.0000|NULL|0|13|HMXB/SFXT
832|SWIFTJ1647.9-4511B|251.991|-45.183|30.95|IGRJ16465-4507|IGRJ16465-4507|251.6480|-45.1170|11.43|0.00|0.00|0.62|2.78|0.00|0.00|4.30|0.0000|NULL|4|13|HMXB/PULSAR
833|SWIFTJ1648.0-3037|252.069|-30.574|13.96|2MASXJ16481523-3035037||252.0635|-30.5845|45.69|40.53|51.07|0.00|1.98|1.80|2.17|0.20|0.0310|44.00|0|4|Sy1
834|SWIFTJ1649.3-4351|252.359|-43.797|20.15|2MASSJ16492695-4349090|IGRJ16493-4348|252.3623|-43.8192|49.83|45.83|53.97|0.00|2.61|2.46|2.77|1.00|0.0000|NULL|0|15|XRB/NS
835|SWIFTJ1649.9-3307|252.482|-33.109|9.65|IGRJ16500-3307||252.4818|-33.1172|25.65|21.71|29.83|0.00|2.59|2.31|2.89|1.20|0.0000|NULL|0|9|CV/DQHer
836|SWIFTJ1650.5+0434|252.667|4.579|6.56|LEDA214543||252.6781|4.6050|24.49|19.06|30.30|0.00|1.71|1.39|2.05|1.40|0.0321|43.76|0|5|Sy2
837|SWIFTJ1652.0-5915A|252.999|-59.252|11.33|ESO138-G001||252.8456|-59.2345|19.52|0.00|0.00|0.41|2.22|0.00|0.00|3.00|0.0091|42.56|0|5|Sy2
838|SWIFTJ1652.0-5915B|252.999|-59.252|11.33|NGC6221||253.1925|-59.2173|20.16|0.00|0.00|0.43|1.98|0.00|0.00|3.30|0.0050|42.05|0|5|AGN/Starburst/Sy1/Sy2
839|SWIFTJ1652.3+5554|253.054|55.899|8.50|UGC10593||253.0780|55.9055|15.15|11.68|18.98|0.00|2.14|1.81|2.51|0.40|0.0291|43.47|0|5|Sy2
840|SWIFTJ1652.3-4520|253.087|-45.334|9.02|XTEJ1652-453||253.0854|-45.3442|29.49|24.74|34.51|0.00|2.05|1.80|2.31|1.50|0.0000|NULL|0|1|Transient
841|SWIFTJ1652.9+0223|253.267|2.407|18.82|NGC6240||253.2454|2.4009|72.21|66.60|77.97|0.00|1.79|1.67|1.91|1.50|0.0245|43.99|0|5|Sy2
842|SWIFTJ1653.2+2352|253.295|23.804|5.21|2MASXJ16531506+2349431||253.3127|23.8286|11.35|7.61|15.55|0.00|2.15|1.71|2.69|1.60|0.1034|44.49|0|8|QSO
843|SWIFTJ1654.0+3946|253.476|39.780|25.90|Mrk501||253.4676|39.7602|44.26|40.95|47.70|0.00|2.49|2.37|2.62|1.30|0.0337|44.06|0|7|BLLac
844|SWIFTJ1653.8-3952|253.492|-39.860|31.07|GROJ1655-40||253.5006|-39.8458|91.03|86.10|96.10|0.00|2.15|2.06|2.25|4.00|0.0000|NULL|1|14|LMXB/BH
845|SWIFTJ1654.7-1917|253.663|-19.285|9.37|1RXSJ165443.5-191620||253.6820|-19.2720|23.48|19.84|27.36|0.00|2.98|2.64|3.36|0.80|0.0000|NULL|0|9|CV
846|SWIFTJ1656.1-5200|254.017|-52.042|15.28|1RXSJ165605.6-520345||254.0238|-52.0614|45.48|40.69|50.45|0.00|2.04|1.88|2.21|1.60|0.0540|44.50|0|4|Sy1.2
847|SWIFTJ1656.3-3302|254.107|-33.043|14.52|2MASSJ16561677-3302127||254.0699|-33.0369|62.45|56.52|68.56|0.00|1.56|1.41|1.71|0.60|2.4000|48.45|0|7|Blazar
848|SWIFTJ1657.7+3518|254.484|35.332|669.64|HerX-1|HZHer|254.4576|35.3424|992.08|989.57|994.58|0.00|3.26|3.25|3.26|6136.00|0.0000|NULL|0|14|LMXB/NS
849|SWIFTJ1659.2-1515|254.784|-15.246|12.14|MAXIJ1659-152||254.7565|-15.2585|33.59|29.01|38.48|0.00|2.46|2.19|2.75|1.00|0.0000|NULL|0|15|XRB/BH
850|SWIFTJ1700.6-4222|255.119|-42.330|11.59|AXJ1700.2-4220||255.0808|-42.3385|30.19|26.12|34.47|0.00|2.47|2.25|2.71|1.80|0.0000|NULL|0|15|XRB
851|SWIFTJ1700.8-4139|255.195|-41.657|444.61|2MASSJ17004888-4139214|OAO1657-415|255.2030|-41.6562|1110.15|1106.09|1114.21|0.00|2.57|2.56|2.57|1924.00|0.0000|NULL|0|13|HMXB/NS
852|SWIFTJ1700.9-4610|255.237|-46.186|83.42|XTEJ1701-462||255.2436|-46.1857|148.22|146.01|150.44|0.00|5.50|5.42|5.59|5.30|0.0000|NULL|0|14|LMXB
853|SWIFTJ1701.3-4304|255.328|-43.109|4.97|2MASSJ17012815-4306123|USNOB10468-0564065|255.3673|-43.1037|16.15|11.54|21.23|0.00|2.04|1.61|2.52|0.40|0.0000|NULL|0|1|Star
854|SWIFTJ1701.7-4050|255.421|-40.835|26.67|XTEJ1701-407||255.4349|-40.8588|77.04|72.24|81.95|0.00|2.17|2.07|2.28|0.30|0.0000|NULL|0|14|LMXB
855|SWIFTJ1702.8-4849|255.682|-48.790|295.21|GX339-4|V821Ara|255.7063|-48.7897|988.72|983.50|993.95|0.00|1.89|1.88|1.89|77.50|0.0000|NULL|1|14|LMXB
856|SWIFTJ1703.9-3753|255.971|-37.848|1322.33|4U1700-377|V884Sco|255.9866|-37.8441|3425.23|3421.12|3429.26|0.00|2.61|2.60|2.61|6787.00|0.0000|NULL|0|13|HMXB/NS
857|SWIFTJ1704.3+7838|256.068|78.636|7.58|ABELL2256||255.9312|78.7175|6.85|5.24|8.73|0.00|3.93|3.26|4.88|1.20|0.0581|43.74|4|3|GalaxyCluster
858|SWIFTJ1705.9-3624|256.441|-36.430|686.75|GX349+2|V1101Sco|256.4354|-36.4231|1277.29|1274.97|1279.63|0.00|5.84|5.83|5.85|659.60|0.0000|NULL|1|14|LMXB/NS
859|SWIFTJ1706.2-4303|256.540|-43.018|177.87|4U1702-429|AraX-1|256.5638|-43.0358|419.46|415.50|423.45|0.00|2.74|2.72|2.76|9.60|0.0000|NULL|0|14|LMXB/NS
860|SWIFTJ1706.6-6146|256.556|-61.702|30.97|SWIFTJ179616.4-614240|IGRJ17062-6143|256.5000|-61.7167|70.81|66.50|75.22|0.00|2.18|2.08|2.27|2.20|0.0000|NULL|0|1|transient
861|SWIFTJ1706.7+2401|256.682|23.989|12.50|4U1700+24|V934Her|256.6438|23.9718|23.94|20.38|27.79|0.00|2.54|2.29|2.82|0.30|0.0000|NULL|0|14|LMXB/NS
862|SWIFTJ1708.6+2155|257.176|21.899|4.85|2MASXJ17085915+2153082||257.2464|21.8856|10.10|5.33|15.59|0.00|2.09|1.35|3.41|1.40|0.0723|44.11|0|4|Sy1/BLAGN
863|SWIFTJ1708.5-4008|257.185|-40.141|9.47|RXJ170849.0-400910||257.1953|-40.1480|45.00|38.84|51.43|0.00|1.40|1.18|1.62|1.00|0.0000|NULL|0|10|NS/AXP
864|SWIFTJ1708.9-4404|257.239|-44.113|218.65|4U1705-440||257.2270|-44.1020|387.27|384.78|389.77|0.00|4.69|4.66|4.72|61.30|0.0000|NULL|1|14|LMXB/NS
865|SWIFTJ1708.7-3216|257.246|-32.332|10.68|4U1705-32|1RXSJ170854.4-321857|257.2267|-32.3160|31.36|26.77|36.23|0.00|2.29|2.03|2.57|0.40|0.0000|NULL|0|14|LMXB
866|SWIFTJ1709.4-2639|257.346|-26.649|11.33|XTEJ1709-267|XTEJ1709-267|257.3766|-26.6556|37.57|32.46|42.96|0.00|2.02|1.79|2.26|0.60|0.0000|NULL|0|14|LMXB
867|SWIFTJ1709.8-3627A|257.392|-36.413|14.13|IGRJ17091-3624||257.2817|-36.4070|62.53|56.39|68.81|NULL|1.34|1.19|1.48|11.90|0.0000|NULL|0|14|LMXB/microquasar
868|SWIFTJ1709.8-3627B|257.392|-36.413|14.13|IGRJ17098-3628|SWIFTJ170945.9-362759|257.4414|-36.4663|78.86|72.57|85.31|0.00|1.32|1.20|1.44|5.60|0.0000|NULL|0|14|LMXB/BH
869|SWIFTJ1710.3-2806|257.553|-28.154|18.05|XTEJ1710-281|1RXSJ171012.3-280754|257.5523|-28.1308|52.05|47.70|56.56|0.00|2.41|2.26|2.57|1.60|0.0000|NULL|0|14|LMXB
870|SWIFTJ1711.8-3935|257.949|-39.581|6.15|SNRG347.3-0.5||257.9830|-39.7020|19.05|0.00|0.00|0.02|2.77|0.00|0.00|0.40|0.0000|NULL|0|11|SNR
871|SWIFTJ1712.5-2322|258.087|-23.361|42.74|OphCluster||258.1082|-23.3759|88.00|85.08|90.95|0.00|4.03|3.92|4.15|5.70|0.0280|44.20|0|3|GalaxyCluster
872|SWIFTJ1712.2-4051|258.105|-40.833|14.58|4U1708-40|1RXSJ171224.8-405034|258.0990|-40.8427|23.91|21.62|26.18|0.00|6.80|6.09|7.70|3.20|0.0000|NULL|0|14|LMXB
873|SWIFTJ1712.7-2412|258.151|-24.255|19.72|V2400Oph|1RXSJ171236.3-241445|258.1519|-24.2457|50.28|46.65|54.00|0.00|3.00|2.84|3.17|5.60|0.0000|NULL|4|9|CV/DQHer
874|SWIFTJ1712.8-3737|258.165|-37.615|43.74|SAXJ1712.6-3739|1RXSJ171237.1-373834|258.1531|-37.6447|102.97|99.12|106.89|0.00|2.84|2.76|2.92|1.90|0.0000|NULL|0|14|LMXB/NS
875|SWIFTJ1717.1-6249|259.271|-62.813|39.29|NGC6300||259.2478|-62.8206|99.43|94.97|103.97|0.00|2.05|1.98|2.12|6.60|0.0037|42.48|0|5|Sy2
876|SWIFTJ1719.7+4900|259.850|48.959|9.95|ARP102B||259.8104|48.9804|18.20|14.55|22.16|0.00|2.05|1.77|2.36|1.00|0.0242|43.38|0|4|Sy1LINER
877|SWIFTJ1719.6-4102|259.905|-41.002|16.59|CXOUJ171935.8-410053|1RXSJ171935.6-410054|259.8994|-41.0149|40.36|36.66|44.20|0.00|2.82|2.64|3.02|3.50|0.0000|NULL|0|9|CV
878|SWIFTJ1720.3-3115|260.000|-31.297|13.76|2MASSJ17200591-3116596|IGRJ17200-3116|260.0254|-31.2839|33.65|30.40|37.01|0.00|3.24|3.01|3.48|4.70|0.0000|NULL|0|13|HMXB
879|SWIFTJ1720.5-5141|260.112|-51.684|4.98|1RXSJ172032.0-514414||260.1333|-51.7372|10.81|7.13|15.21|0.00|2.59|1.93|3.44|0.40|-1.0000|NULL|0|0|SRC/X-RAY
880|SWIFTJ1721.7+4316|260.445|43.231|5.62|RBS1640|V0767Her|260.5083|43.2567|13.18|9.11|17.71|0.00|1.74|1.31|2.20|0.60|0.1370|44.82|0|7|Blazar/Sy1.5
881|SWIFTJ1723.1-2839|260.784|-28.654|4.85|1RXSJ172323.7-283805||260.8488|-28.6348|25.66|19.20|32.64|0.00|1.24|0.83|1.65|0.40|-1.0000|NULL|0|0|
882|SWIFTJ1723.2+3418|260.804|34.295|9.24|4C+34.47|[HB89]1721+343NED02|260.8367|34.2994|18.80|15.10|22.83|0.00|2.17|1.89|2.47|1.40|0.2060|45.36|0|7|Blazar/Sy1
883|SWIFTJ1723.5+3630|260.915|36.490|8.93|2MASXJ17232321+3630097||260.8467|36.5028|20.08|15.89|24.63|0.00|1.95|1.65|2.28|1.00|0.0400|43.87|0|4|Sy1.5
884|SWIFTJ1725.1-3616|261.317|-36.292|47.78|EXO1722-363|2MASSJ17251139-3616575|261.2975|-36.2831|120.83|117.25|124.45|0.00|2.97|2.91|3.03|30.20|0.0000|NULL|0|13|HMXB/NS
885|SWIFTJ1725.2-3258|261.353|-32.925|11.87|IGRJ17254-3257|1RXSJ172525.5-325717|261.3535|-32.9527|33.48|29.24|37.92|0.00|2.50|2.27|2.76|1.60|0.0000|NULL|0|15|XRB
886|SWIFTJ1727.4-3046|261.894|-30.817|158.70|4U1722-30|4U1724-30|261.8883|-30.8019|474.57|470.07|479.08|0.00|2.38|2.36|2.40|12.20|0.0000|NULL|1|14|LMXB
887|SWIFTJ1730.4-0558|262.585|-5.972|23.53|1RXSJ173021.5-055933|1H1726-058|262.5912|-5.9921|69.49|65.08|74.00|0.00|2.46|2.35|2.58|4.60|0.0000|NULL|0|9|CV/DQHer
888|SWIFTJ1731.3+1442|262.806|14.733|4.86|2MASXJ17311341+1442561||262.8058|14.7155|11.54|7.47|16.34|0.00|2.25|1.66|2.98|0.40|-1.0000|NULL|0|2|Galaxy
889|SWIFTJ1731.6-1657|262.946|-16.944|193.70|GX9+9|V2216Oph|262.9342|-16.9617|378.13|375.62|380.65|0.00|6.02|5.98|6.07|32.00|0.0000|NULL|1|14|LMXB/NS
890|SWIFTJ1731.9-1915|262.976|-19.244|6.26|V2487Oph|V2487Oph|262.9990|-19.2320|20.03|15.65|24.78|0.00|2.35|1.99|2.76|1.80|0.0000|NULL|4|12|Nova
891|SWIFTJ1732.1-3349|262.980|-33.827|405.28|4U1728-34|Slowburster|262.9892|-33.8347|931.28|927.76|934.81|0.00|3.12|3.11|3.13|3.80|0.0000|NULL|0|14|LMXB/NS
892|SWIFTJ1731.9-2444|262.986|-24.754|371.02|GX1+4|V2116Oph|263.0090|-24.7456|1291.36|1286.59|1296.14|0.00|2.23|2.23|2.24|1335.00|0.0000|NULL|0|13|HMXB/NS
893|SWIFTJ1733.5-3325|263.364|-33.422|14.63|MXB1730-335|RapidBurster|263.3504|-33.3878|26.62|23.86|29.49|0.02|4.28|3.84|4.79|2.00|0.0000|NULL|0|14|LMXB
894|SWIFTJ1733.3+3635|263.411|36.535|5.95|2MASXJ17333689+3631319||263.4037|36.5255|16.34|11.47|21.74|0.00|1.60|1.14|2.09|1.10|-1.0000|NULL|0|2|Galaxy
895|SWIFTJ1735.5-3255|263.881|-32.923|9.85|2MASSJ17352760-3255544|IGRJ17354-3255|263.8650|-32.9318|28.10|23.90|32.55|0.00|2.46|2.18|2.76|0.40|-1.0000|NULL|0|0|SRC/GAMMA
896|SWIFTJ1737.5-2908|264.368|-29.147|33.51|AXJ1737.4-2907|GRS1734-292|264.3681|-29.1340|115.86|111.06|120.74|0.00|2.18|2.11|2.25|1.20|0.0214|44.08|0|4|Sy1
897|SWIFTJ1737.7-5956A|264.475|-59.966|8.12|1RXSJ173751.2-600408||264.4633|-60.0689|12.98|8.83|17.62|NULL|2.08|1.59|2.64|0.80|-1.0000|NULL|0|0|
898|SWIFTJ1737.7-5956B|264.475|-59.966|8.12|ESO139-G012||264.4128|-59.9407|22.55|17.77|27.69|0.00|1.86|1.53|2.21|1.00|0.0170|43.17|0|5|Sy2
899|SWIFTJ1738.3-2657|264.589|-27.007|68.52|SLX1735-269|SLX1735-269|264.5667|-27.0044|234.92|230.12|239.77|0.00|2.21|2.18|2.25|5.00|0.0000|NULL|0|14|LMXB/NS
900|SWIFTJ1738.9-3024|264.731|-30.396|6.91|IGRJ17391-3021||264.7980|-30.3440|13.19|9.78|16.90|0.00|3.11|2.51|3.88|0.20|0.0000|NULL|1|13|HMXB
901|SWIFTJ1739.2-4428|264.764|-44.436|275.62|4U1735-44|V926Sco|264.7429|-44.4500|487.65|485.38|489.92|0.00|5.20|5.18|5.23|124.90|0.0000|NULL|0|14|LMXB/NS
902|SWIFTJ1740.0-3651|265.140|-36.957|6.89|IGRJ17404-3655||265.1125|-36.9273|19.06|15.09|23.39|0.00|2.53|2.16|2.97|0.80|0.0000|NULL|0|14|LMXB
903|SWIFTJ1740.6-2821A|265.156|-28.314|24.39|SLX1737-282||265.1788|-28.3022|89.20|0.00|0.00|0.02|2.15|0.00|0.00|1.00|0.0000|NULL|0|14|LMXB
904|SWIFTJ1740.6-2821B|265.156|-28.314|24.39|XTEJ1739-285||264.9748|-28.4963|9.33|0.00|0.00|1.07|3.92|0.00|0.00|1.00|0.0000|NULL|0|14|LMXB
905|SWIFTJ1741.9-1211|265.481|-12.187|12.15|2E1739.1-1210|IGRJ17418-1212|265.4760|-12.1970|44.50|39.13|50.14|0.00|1.96|1.76|2.16|0.70|0.0370|44.15|4|4|Sy1
906|SWIFTJ1742.1-6054|265.518|-60.893|4.82|PKS1737-60||265.5093|-60.9222|10.67|6.70|15.21|0.00|2.13|1.56|2.82|0.30|0.4100|45.81|0|8|RadioGalaxy
907|SWIFTJ1742.2+1833|265.563|18.543|4.89|4C+18.51||265.5291|18.4557|11.96|0.00|0.00|0.10|1.46|0.00|0.00|0.30|0.1860|45.07|0|8|QSO
908|SWIFTJ1743.1-3620|265.760|-36.331|6.44|XTEJ1743-363|2MASSJ17430133-3622221|265.7555|-36.3728|18.69|14.32|23.45|0.00|2.29|1.89|2.74|0.60|-1.0000|NULL|0|0|SRC/X-ray
909|SWIFTJ1743.4+6253|265.900|62.859|5.43|CGCG300-062||265.8225|62.8392|10.08|6.61|14.05|0.00|1.90|1.43|2.43|1.60|0.0330|43.40|0|5|Sy2
910|SWIFTJ1743.7-2946|265.965|-29.741|239.00|1E1740.7-2942||265.9785|-29.7452|1018.68|1013.20|1024.17|0.00|1.80|1.79|1.81|46.90|0.0000|NULL|0|14|LMXB/BH
911|SWIFTJ1744.6-3232|266.156|-32.539|6.30|SWIFTJ174437.5-323220|IGRJ17448-3232|266.1561|-32.5389|18.66|0.00|0.00|0.04|3.49|0.00|0.00|1.70|0.0000|NULL|0|15|XRB/BH
912|SWIFTJ1745.4+2906|266.445|29.146|8.80|1RXSJ174538.1+290823||266.4090|29.1400|21.07|16.70|25.80|0.00|1.90|1.61|2.22|0.40|0.1106|44.82|0|4|Sy1
913|SWIFTJ1746.3-2850A|266.478|-28.921|53.66|SGRA*||266.4168|-29.0078|145.21|0.00|0.00|0.11|2.69|0.00|0.00|13.20|0.0000|NULL|0|1|Galacticcenter
914|SWIFTJ1746.3-2850B|266.478|-28.921|53.66|2E1743.1-2842||266.5875|-28.7289|92.62|0.00|0.00|0.27|3.52|0.00|0.00|3.20|0.0000|NULL|4|14|LMXB
915|SWIFTJ1746.3-2850C|266.478|-28.921|53.66|SAXJ1747.0-2853|CXOUJ174702.5-285258|266.7608|-28.8830|53.48|0.00|0.00|0.90|2.45|0.00|0.00|2.50|0.0000|NULL|0|14|LMXB
916|SWIFTJ1746.3-2850D|266.478|-28.921|53.66|IGRJ17461-2853||266.5211|-28.8836|13.14|0.00|0.00|31.40|1.26|0.00|0.00|3.10|0.0000|NULL|4|1|MolecularCloud?
917|SWIFTJ1746.3-2931A|266.520|-29.489|87.72|2E1742.9-2929|1A1742-294|266.5217|-29.5149|191.54|0.00|0.00|0.02|3.90|0.00|0.00|6.80|0.0000|NULL|0|14|LMXB
918|SWIFTJ1746.3-2931B|266.520|-29.489|87.72|KS1741-293|AXJ1744.8-2921|266.2417|-29.3367|62.34|0.00|0.00|0.53|2.52|0.00|0.00|12.20|0.0000|NULL|1|14|LMXB
919|SWIFTJ1746.2-3214|266.545|-32.235|76.22|XTEJ17464-3213|IGRJ17464-3213|266.5650|-32.2335|259.63|254.76|264.53|0.00|2.12|2.09|2.16|3.40|0.0000|NULL|0|14|LMXB
920|SWIFTJ1747.6-2817|266.799|-28.439|17.20|IGRJ17475-2822||266.7992|-28.4388|68.09|0.00|0.00|0.09|2.35|0.00|0.00|1.20|0.0000|NULL|0|1|
921|SWIFTJ1747.4-2719|266.815|-27.354|107.91|IGRJ17473-2721|XTEJ1747-274|266.8253|-27.3441|368.97|364.38|373.57|0.00|2.30|2.28|2.32|41.70|0.0000|NULL|0|15|XRBburster
922|SWIFTJ1747.4-3003|266.858|-29.995|57.80|SLX1744-299|AXJ1747.4-3000|266.8578|-30.0004|141.41|137.87|145.01|0.00|3.16|3.09|3.23|1.30|0.0000|NULL|0|14|LMXB/NS
923|SWIFTJ1747.7-2253|266.889|-22.917|6.44|IGRJ17476-2253|NVSSJ174729-225245|266.8740|-22.8790|18.14|13.25|23.70|0.00|2.20|1.68|2.80|0.50|-1.0000|NULL|0|0|QSOCandidate
924|SWIFTJ1747.8+6837A|266.942|68.621|4.89|Mrk507||267.1599|68.7044|4.83|0.00|0.00|0.43|2.12|0.00|0.00|1.00|0.0559|43.56|4|4|Sy1/Sy2
925|SWIFTJ1747.8+6837B|266.942|68.621|4.89|VIIZw742||266.7493|68.6102|5.23|0.00|0.00|0.45|1.98|0.00|0.00|2.80|0.0630|43.70|4|4|Sy1
926|SWIFTJ1747.9-2631A|266.980|-26.570|215.94|GX3+1|4U1744-26|266.9833|-26.5636|447.42|0.00|0.00|0.04|6.25|0.00|0.00|43.30|0.0000|NULL|0|14|LMXB/NS
927|SWIFTJ1747.9-2631B|266.980|-26.570|215.94|AXJ1749.1-2639||267.3000|-26.6472|185.43|0.00|0.00|0.28|3.94|0.00|0.00|101.40|0.0000|NULL|1|13|HMXB
928|SWIFTJ1748.1-3605|267.030|-36.082|10.37|1A1744-361||267.0800|-36.1210|20.51|17.58|23.59|0.00|3.72|3.28|4.25|0.50|0.0000|NULL|1|14|LMXB
929|SWIFTJ1748.8-3257|267.198|-32.950|10.11|2MASSJ17485512-3254521|IGRJ17488-3253|267.2297|-32.9145|36.66|31.60|41.96|0.01|1.97|1.74|2.21|1.10|0.0200|43.52|0|4|Sy1
930|SWIFTJ1749.4-2735|267.338|-27.579|5.44|AXJ1749.1-2733||267.2880|-27.5530|13.10|0.00|0.00|0.13|2.16|0.00|0.00|1.00|0.0000|NULL|0|13|HMXB
931|SWIFTJ1749.4-2822|267.365|-28.355|11.13|SWIFTJ174938.1-282117|IGRJ17497-2821|267.4088|-28.3547|58.69|52.71|64.85|0.00|1.50|1.34|1.66|2.80|0.0000|NULL|0|14|LMXB
932|SWIFTJ1750.2-3701|267.538|-37.037|38.59|4U1746-37||267.5529|-37.0522|70.65|68.28|73.04|0.00|5.32|5.15|5.51|2.20|0.0000|NULL|4|14|LMXB/NS
933|SWIFTJ1750.6-2903|267.640|-29.043|17.97|IGRJ17507-2856||267.6263|-29.0521|48.99|44.97|53.15|0.00|2.76|2.58|2.95|1.30|-1.0000|NULL|5|1|transient
